RefSeq Predicted Protein ID [e.g. XP_001720922]	Associated Gene Name
XP_006527992	Gm44
XP_006520473	Khdrbs3
XP_011246317	Nfasc
XP_011246318	Nfasc
XP_006529716	Nfasc
XP_006529697	Nfasc
XP_011246313	Nfasc
XP_011246314	Nfasc
XP_006529698	Nfasc
XP_011246315	Nfasc
XP_011246321	Nfasc
XP_011246322	Nfasc
XP_011246323	Nfasc
XP_011246324	Nfasc
XP_011246325	Nfasc
XP_011246326	Nfasc
XP_006529702	Nfasc
XP_011246320	Nfasc
XP_006529714	Nfasc
XP_011246316	Nfasc
XP_006529707	Nfasc
XP_011246319	Nfasc
XP_006529709	Nfasc
XP_006524376	Caskin1
XP_006524377	Caskin1
XP_006524378	Caskin1
XP_006509770	Mast3
XP_006509771	Mast3
XP_006509772	Mast3
XP_006509773	Mast3
XP_006509774	Mast3
XP_006509775	Mast3
XP_006509776	Mast3
XP_006509801	Sugp1
XP_006530150	1810022K09Rik
XP_011241072	Trcg1
XP_006498315	Pdcl
XP_006520118	Nipal2
XP_006526976	Tle4
XP_006520096	Ctnnd2
XP_006520095	Ctnnd2
XP_006531766	Sptbn2
XP_006531767	Sptbn2
XP_006531768	Sptbn2
XP_006503679	1700109H08Rik
XP_006526858	Sorbs1
XP_011245479	Sorbs1
XP_006526861	Sorbs1
XP_011245480	Sorbs1
XP_006526862	Sorbs1
XP_006526863	Sorbs1
XP_006526864	Sorbs1
XP_011245487	Sorbs1
XP_011245488	Sorbs1
XP_011245494	Sorbs1
XP_011245497	Sorbs1
XP_011245498	Sorbs1
XP_006526869	Sorbs1
XP_011245492	Sorbs1
XP_006526876	Sorbs1
XP_011245500	Sorbs1
XP_011245501	Sorbs1
XP_006526872	Sorbs1
XP_011245493	Sorbs1
XP_006526873	Sorbs1
XP_011242849	Ctsm
XP_006517372	Ctsm
XP_006526375	Armc4
XP_006526376	Armc4
XP_011245317	Armc4
XP_006526374	Armc4
XP_006524486	Cyp4f39
XP_006512269	Tmem42
XP_006512268	Tmem42
XP_006509314	Slc7a2
XP_006509313	Slc7a2
XP_006509315	Slc7a2
XP_006509316	Slc7a2
XP_011244992	Meiob
XP_011244993	Meiob
XP_006525110	Meiob
XP_006525108	Meiob
XP_006525109	Meiob
XP_006525111	Meiob
XP_006525113	Meiob
XP_006525112	Meiob
XP_006511434	Aagab
XP_006510871	Cyp19a1
XP_006510870	Cyp19a1
XP_006510868	Cyp19a1
XP_006510869	Cyp19a1
XP_006513922	Myo1a
XP_006513923	Myo1a
XP_011240119	Ern2
XP_011240120	Ern2
XP_011240121	Ern2
XP_006507945	Ern2
XP_011240122	Ern2
XP_006540651	Car11
XP_006509898	Birc2
XP_006509897	Birc2
XP_011240656	Birc2
XP_006525703	Colec12
XP_006508428	Trim6
XP_006508429	Trim6
XP_006508427	Trim6
XP_006519655	Cdkn3
XP_006519656	Cdkn3
XP_006519657	Cdkn3
XP_006524410	Nlrc4
XP_006524409	Nlrc4
XP_006524408	Nlrc4
XP_011241654	Dgka
XP_011241655	Dgka
XP_011241656	Dgka
XP_011241657	Dgka
XP_011241658	Dgka
XP_011241659	Dgka
XP_011241660	Dgka
XP_011241661	Dgka
XP_011241662	Dgka
XP_011241653	Dgka
XP_006538597	Ephb2
XP_006538598	Ephb2
XP_006538596	Ephb2
XP_006538594	Ephb2
XP_006527236	Olfr1480
XP_011239356	Cped1
XP_006505102	Cped1
XP_006505105	Cped1
XP_006505101	Cped1
XP_006515871	Vrk1
XP_011242405	Vrk1
XP_011242406	Vrk1
XP_006515873	Vrk1
XP_006515874	Vrk1
XP_006515872	Vrk1
XP_006515875	Vrk1
XP_006511550	Neil1
XP_011241120	Neil1
XP_006511548	Neil1
XP_006511549	Neil1
XP_011239184	Sh2b2
XP_006504485	Sh2b2
XP_006504483	Sh2b2
XP_006510644	Anln
XP_006510419	Olfr984
XP_011245944	Zc3h12b
XP_011245945	Zc3h12b
XP_011245943	Zc3h12b
XP_011245942	Zc3h12b
XP_006529179	Cd55
XP_006536991	Cd55
XP_006510416	Olfr847
XP_006521459	Fam135b
XP_006521456	Fam135b
XP_006521458	Fam135b
XP_006512939	Msl3l2
XP_006518078	Atxn7
XP_006518080	Atxn7
XP_006518081	Atxn7
XP_006539978	Zfp324
XP_011248860	Zfp324
XP_011244040	Dnajc22
XP_006521520	Dnajc22
XP_006521522	Dnajc22
XP_006535206	Pitpnb
XP_006514123	1500009L16Rik
XP_006543881	1110002E22Rik
XP_006543883	1110002E22Rik
XP_006502617	1110002E22Rik
XP_006502619	1110002E22Rik
XP_006520551	Kcnj4
XP_006520549	Kcnj4
XP_006520550	Kcnj4
XP_011249222	Ntf5
XP_006541375	Ntf5
XP_006541376	Ntf5
XP_011249221	Ntf5
XP_006510894	Myo5a
XP_006510890	Myo5a
XP_006510891	Myo5a
XP_006510893	Myo5a
XP_006510892	Myo5a
XP_006510895	Myo5a
XP_006516282	Gpatch2l
XP_006516284	Gpatch2l
XP_011240527	Galntl6
XP_006501997	Slc39a8
XP_011245226	Ccdc112
XP_006517734	Slc38a9
XP_011242968	Slc38a9
XP_006517735	Slc38a9
XP_006517736	Slc38a9
XP_006517738	Slc38a9
XP_006517733	Slc38a9
XP_006519314	Pibf1
XP_006519315	Pibf1
XP_006519316	Pibf1
XP_006519317	Pibf1
XP_006520155	Lmbrd2
XP_006520154	Lmbrd2
XP_006525914	Fam13b
XP_006525911	Fam13b
XP_006525912	Fam13b
XP_006525913	Fam13b
XP_006525915	Fam13b
XP_006534995	Mfsd7a
XP_006534996	Mfsd7a
XP_006534997	Mfsd7a
XP_006522646	Map3k13
XP_006522645	Map3k13
XP_011244318	Map3k13
XP_011244317	Map3k13
XP_006522647	Map3k13
XP_006524942	Metrn
XP_011245116	Aqp4
XP_006518095	Cadps
XP_006518096	Cadps
XP_006518098	Cadps
XP_006518099	Cadps
XP_006518087	Cadps
XP_006518088	Cadps
XP_006518089	Cadps
XP_006518090	Cadps
XP_006518091	Cadps
XP_006518092	Cadps
XP_006518093	Cadps
XP_006518097	Cadps
XP_006518102	Cadps
XP_006518103	Cadps
XP_006518105	Cadps
XP_006518106	Cadps
XP_006518094	Cadps
XP_006518104	Cadps
XP_006518107	Cadps
XP_006518111	Cadps
XP_006526978	Tlx1
XP_006505232	Tmem106b
XP_006502677	Lrrc19
XP_011243506	Cdadc1
XP_006499732	Abcb11
XP_006516277	2010107E04Rik
XP_006530680	Car7
XP_006530681	Car7
XP_006524341	Thada
XP_006524337	Thada
XP_006524339	Thada
XP_006506379	B4galnt3
XP_011239697	B4galnt3
XP_006544477	Olfr844
XP_006510788	Olfr844
XP_006511997	Ccr4
XP_011241235	Ccr4
XP_006511996	Ccr4
XP_006519720	Zdhhc20
XP_006519721	Zdhhc20
XP_006519724	Zdhhc20
XP_006498608	Slc12a6
XP_006498609	Slc12a6
XP_006506533	Cml1
XP_006520366	Adcy6
XP_006520369	Adcy6
XP_006520370	Adcy6
XP_006520377	Adcy6
XP_006520378	Adcy6
XP_006523994	Six2
XP_006527164	Olfr1504
XP_006540636	Apba2
XP_006540637	Apba2
XP_006540639	Apba2
XP_006527145	Kif20b
XP_006527146	Kif20b
XP_006527147	Kif20b
XP_006527143	Kif20b
XP_006527144	Kif20b
XP_006520419	Bik
XP_006520418	Bik
XP_006520420	Bik
XP_006519086	Rhobtb2
XP_006515519	Cyp46a1
XP_006527286	Arl3
XP_011245648	9130011E15Rik
XP_006527407	9130011E15Rik
XP_011245647	9130011E15Rik
XP_006497098	1700084C01Rik
XP_006497099	1700084C01Rik
XP_006497100	1700084C01Rik
XP_006515163	Greb1
XP_006515162	Greb1
XP_006515164	Greb1
XP_006515157	Greb1
XP_006515156	Greb1
XP_006515159	Greb1
XP_006515158	Greb1
XP_006515161	Greb1
XP_006515160	Greb1
XP_011242954	Fcho2
XP_006515843	Wdr60
XP_011249188	Wdr93
XP_006541110	Wdr93
XP_006541112	Wdr93
XP_006517538	Lysmd3
XP_006511208	Map2k5
XP_006511209	Map2k5
XP_011241042	Map2k5
XP_011241043	Map2k5
XP_006510421	Olfr146
XP_006510422	Olfr146
XP_006525887	Rprd1a
XP_006525888	Rprd1a
XP_006510161	St14
XP_006510162	St14
XP_011240965	Gsta2
XP_006510877	Gsta2
XP_011240627	Arrdc2
XP_006523804	Tpsb2
XP_006523803	Tpsb2
XP_011242939	Smn1
XP_011249788	Smn1
XP_006535788	Cnpy1
XP_006535785	Cnpy1
XP_006535786	Cnpy1
XP_006535784	Cnpy1
XP_006506252	Cul1
XP_006506251	Cul1
XP_006506253	Cul1
XP_006541289	4931406B18Rik
XP_006504561	Znhit1
XP_006504560	Znhit1
XP_006504559	Znhit1
XP_006517500	Kif27
XP_006517501	Kif27
XP_006517503	Kif27
XP_006517499	Kif27
XP_011242880	Kif27
XP_006517496	Kif27
XP_006517494	Kif27
XP_006517498	Kif27
XP_006517489	Kif27
XP_006517492	Kif27
XP_006517490	Kif27
XP_006517497	Kif27
XP_006517491	Kif27
XP_011242881	Kif27
XP_006517493	Kif27
XP_006517495	Kif27
XP_011242882	Kif27
XP_006515717	Syne3
XP_006515715	Syne3
XP_006515716	Syne3
XP_006509671	Lzts1
XP_006509669	Lzts1
XP_006509670	Lzts1
XP_006512839	Ltv1
XP_006527332	Zdhhc6
XP_011245618	Zdhhc6
XP_006527331	Zdhhc6
XP_006520499	Foxh1
XP_006518415	Dock9
XP_006518421	Dock9
XP_006518407	Dock9
XP_006518408	Dock9
XP_006518409	Dock9
XP_011243183	Dock9
XP_006518410	Dock9
XP_006518411	Dock9
XP_006518412	Dock9
XP_006518413	Dock9
XP_006518417	Dock9
XP_006518414	Dock9
XP_006518418	Dock9
XP_006518419	Dock9
XP_006518420	Dock9
XP_006518422	Dock9
XP_011243967	7530416G11Rik
XP_006513825	Zdhhc17
XP_011241707	Slc17a8
XP_006515397	Ttc7b
XP_006515388	Ttc7b
XP_011242275	Ttc7b
XP_006515389	Ttc7b
XP_006515390	Ttc7b
XP_006515391	Ttc7b
XP_006515392	Ttc7b
XP_006515393	Ttc7b
XP_011242276	Ttc7b
XP_006515394	Ttc7b
XP_006515395	Ttc7b
XP_006515396	Ttc7b
XP_011244069	Ccdc134
XP_006518137	Abhd6
XP_006518138	Abhd6
XP_006518136	Abhd6
XP_006520997	Apol8
XP_006521004	Apol8
XP_006521003	Apol8
XP_006515859	Ppp1r13b
XP_006515860	Ppp1r13b
XP_011249180	Rhcg
XP_006541067	Rhcg
XP_011236320	Esp36
XP_011244528	Esp36
XP_006516589	Fam50b
XP_006531362	Wwp2
XP_006519205	Rnase9
XP_006510522	Gm1110
XP_006510523	Gm1110
XP_006510524	Gm1110
XP_006510526	Gm1110
XP_006524926	Rgmb
XP_006524927	Rgmb
XP_006524928	Rgmb
XP_006509782	Pgpep1
XP_006538200	Gm21953
XP_006538199	Gm21953
XP_006516571	Pitrm1
XP_006522541	Nudt16l1
XP_006522546	Ccdc50
XP_011244303	Ccdc50
XP_011244304	Ccdc50
XP_006509662	Npy5r
XP_006509661	Npy5r
XP_006520741	Elfn2
XP_011242592	Sugct
XP_006510751	Thyn1
XP_006510752	Thyn1
XP_006510753	Thyn1
XP_011248925	Scgb2b20
XP_006540231	Scgb2b20
XP_006522208	Olfr177
XP_006527952	Cmc4
XP_006512879	Fam229b
XP_006512878	Fam229b
XP_011241497	Fam229b
XP_011248473	Pafah2
XP_006538518	Pafah2
XP_006521995	Alg3
XP_006521996	Alg3
XP_006521997	Alg3
XP_011248127	AC168977.1
XP_011248128	AC168977.1
XP_011248129	AC168977.1
XP_006517371	Cxcl14
XP_011245950	Naa10
XP_006530846	Ccl17
XP_011246633	Ccl17
XP_006530845	Ccl17
XP_011242467	Atp5s
XP_006516245	Atp5s
XP_006518502	Adam2
XP_006525875	Rbbp8
XP_011240918	4931429L15Rik
XP_006537616	Rnf20
XP_011248208	Rnf20
XP_011241046	Tnfaip8l3
XP_011241047	Tnfaip8l3
XP_006537789	Acnat2
XP_011248270	Acnat2
XP_006500478	Eif3j1
XP_006514179	Nudt4
XP_006510569	Vsig2
XP_006526580	Hsbp1l1
XP_006526581	Hsbp1l1
XP_006513382	Myf5
XP_006536777	Gpank1
XP_006536778	Gpank1
XP_006536779	Gpank1
XP_006536780	Gpank1
XP_006537508	Gpank1
XP_006537509	Gpank1
XP_006537510	Gpank1
XP_006537511	Gpank1
XP_006525508	Gpank1
XP_006525509	Gpank1
XP_006525510	Gpank1
XP_006525511	Gpank1
XP_006525246	Gpank1
XP_006525245	Gpank1
XP_006525244	Gpank1
XP_006525247	Gpank1
XP_006525091	Vit
XP_006525092	Vit
XP_006514042	Mrpl42
XP_006514407	Ube2n
XP_006512697	Hace1
XP_006512698	Hace1
XP_006512699	Hace1
XP_006512700	Hace1
XP_006505359	Grm7
XP_006505363	Grm7
XP_006505364	Grm7
XP_006505360	Grm7
XP_006505361	Grm7
XP_006505362	Grm7
XP_006509988	Phldb1
XP_006509980	Phldb1
XP_006509983	Phldb1
XP_006509985	Phldb1
XP_006509986	Phldb1
XP_006509987	Phldb1
XP_006509990	Phldb1
XP_006509996	Phldb1
XP_006509981	Phldb1
XP_006509984	Phldb1
XP_006509970	Phldb1
XP_006509972	Phldb1
XP_006509973	Phldb1
XP_006509975	Phldb1
XP_006509977	Phldb1
XP_006509978	Phldb1
XP_006509979	Phldb1
XP_006509982	Phldb1
XP_006509989	Phldb1
XP_006509993	Phldb1
XP_011245895	Tbx22
XP_006528098	Tbx22
XP_006528099	Tbx22
XP_006528107	Tbx22
XP_006528105	Tbx22
XP_006528104	Tbx22
XP_006519176	Gnl3
XP_006511778	Glyctk
XP_011241181	Glyctk
XP_011241182	Glyctk
XP_006528044	BC023829
XP_006521316	Arfgap3
XP_006521317	Arfgap3
XP_006521318	Arfgap3
XP_006522633	Hacd2
XP_006522634	Hacd2
XP_011236993	Tmem198
XP_011246833	Fam65a
XP_011246834	Fam65a
XP_006531524	Fam65a
XP_006531526	Fam65a
XP_006531525	Fam65a
XP_006497465	Pter
XP_006527819	Avpr2
XP_006527820	Avpr2
XP_011243697	Lmf2
XP_006503870	Slc34a2
XP_006509157	Dctn6
XP_006509043	Ubxn8
XP_006513789	Reep3
XP_006536589	H2-M10.1
XP_006523744	H2-M10.1
XP_006537322	H2-M10.1
XP_006536884	H2-M10.1
XP_011246643	Best2
XP_006530882	Best2
XP_006530883	Best2
XP_006523320	Tmem181a
XP_011245290	Paip2
XP_011245292	Paip2
XP_011245291	Paip2
XP_011245289	Paip2
XP_006538308	Trmt10b
XP_006538306	Trmt10b
XP_006538307	Trmt10b
XP_006538305	Trmt10b
XP_006512548	H60c
XP_011241401	H60c
XP_006512550	H60c
XP_006532503	Nf1
XP_006532504	Nf1
XP_006532499	Nf1
XP_006532500	Nf1
XP_006532501	Nf1
XP_006532502	Nf1
XP_006532505	Nf1
XP_006511220	Sh2d7
XP_006511221	Sh2d7
XP_006512640	Map7
XP_006512641	Map7
XP_006512642	Map7
XP_006512643	Map7
XP_006512644	Map7
XP_006512645	Map7
XP_006512646	Map7
XP_006512647	Map7
XP_006512648	Map7
XP_006495723	Cryba2
XP_006495719	Cryba2
XP_006495720	Cryba2
XP_006495722	Cryba2
XP_006495721	Cryba2
XP_006535296	Tmem175
XP_006535294	Tmem175
XP_006535295	Tmem175
XP_006535292	Tmem175
XP_006535293	Tmem175
XP_006530989	Tmem231
XP_011246665	Tmem231
XP_011240254	Mvp
XP_006532924	Tom1l2
XP_011247208	Tom1l2
XP_011247209	Tom1l2
XP_006532930	Tom1l2
XP_011247210	Tom1l2
XP_006508825	Tmco3
XP_006508826	Tmco3
XP_006516149	Zfp410
XP_006516148	Zfp410
XP_006525889	Fhod3
XP_006525891	Fhod3
XP_006525893	Fhod3
XP_006527501	Fads1
XP_006519110	Lrrc16b
XP_006519111	Lrrc16b
XP_006519112	Lrrc16b
XP_006519113	Lrrc16b
XP_006519114	Lrrc16b
XP_006519115	Lrrc16b
XP_006519116	Lrrc16b
XP_006519117	Lrrc16b
XP_006519118	Lrrc16b
XP_006519119	Lrrc16b
XP_006519120	Lrrc16b
XP_011243747	Arf3
XP_011241591	Pip4k2c
XP_011241590	Pip4k2c
XP_006513183	Pip4k2c
XP_006513184	Pip4k2c
XP_006532167	Cbx2
XP_011236957	Trip12
XP_011236958	Trip12
XP_011236959	Trip12
XP_011236960	Trip12
XP_011236961	Trip12
XP_011236962	Trip12
XP_011236971	Trip12
XP_011236972	Trip12
XP_011236974	Trip12
XP_011236975	Trip12
XP_011236976	Trip12
XP_011236967	Trip12
XP_011236968	Trip12
XP_006496485	Trip12
XP_006496492	Trip12
XP_011236956	Trip12
XP_011236963	Trip12
XP_011236964	Trip12
XP_006496472	Trip12
XP_006496477	Trip12
XP_011236965	Trip12
XP_006496479	Trip12
XP_011236966	Trip12
XP_011236969	Trip12
XP_011236970	Trip12
XP_011236973	Trip12
XP_006496490	Trip12
XP_006515310	Fam49a
XP_006515309	Fam49a
XP_006515311	Fam49a
XP_011242588	Inhba
XP_006516621	Inhba
XP_006516622	Inhba
XP_011242587	Inhba
XP_011246743	Atxn1l
XP_011246741	Atxn1l
XP_011246742	Atxn1l
XP_006511519	Rbpms2
XP_006511518	Rbpms2
XP_006511520	Rbpms2
XP_006511521	Rbpms2
XP_006539626	Kcnn4
XP_006514048	Herc4
XP_006514049	Herc4
XP_006514050	Herc4
XP_006514051	Herc4
XP_006514052	Herc4
XP_006514053	Herc4
XP_006515596	Nkx2-9
XP_011242312	Nkx2-9
XP_006497447	Mllt10
XP_011237263	Mllt10
XP_011237264	Mllt10
XP_011237265	Mllt10
XP_006497449	Mllt10
XP_011237266	Mllt10
XP_006497451	Mllt10
XP_006497453	Mllt10
XP_006497441	Mllt10
XP_006497442	Mllt10
XP_006497443	Mllt10
XP_006497436	Mllt10
XP_006497437	Mllt10
XP_006497440	Mllt10
XP_006497444	Mllt10
XP_006497434	Mllt10
XP_006497438	Mllt10
XP_006497445	Mllt10
XP_006497448	Mllt10
XP_011248050	Hgf
XP_006535691	Hgf
XP_006520801	Tfcp2
XP_011243857	Tfcp2
XP_006518791	Ptpn20
XP_006518792	Ptpn20
XP_006526734	Fkbp2
XP_006526735	Fkbp2
XP_006526738	Fkbp2
XP_006526737	Fkbp2
XP_006526736	Fkbp2
XP_006516250	Ccdc88c
XP_011242468	Ccdc88c
XP_006516251	Ccdc88c
XP_006507359	Coq7
XP_006523289	Tiam2
XP_006523288	Tiam2
XP_003689018	Rhox3a2
XP_006510818	Bbs4
XP_006499149	Arl14ep
XP_006515676	Abcd4
XP_006515678	Abcd4
XP_006515677	Abcd4
XP_006515679	Abcd4
XP_006515680	Abcd4
XP_011241537	Tmem200a
XP_006512984	Tmem200a
XP_006512983	Tmem200a
XP_006512982	Tmem200a
XP_006533684	Rap1gap2
XP_006533685	Rap1gap2
XP_006533688	Rap1gap2
XP_011247400	Rap1gap2
XP_006533689	Rap1gap2
XP_006533690	Rap1gap2
XP_006533691	Rap1gap2
XP_006533692	Rap1gap2
XP_006533694	Rap1gap2
XP_006533687	Rap1gap2
XP_011241900	Gns
XP_006512443	Hhatl
XP_006512442	Hhatl
XP_006512444	Hhatl
XP_011240881	Tyk2
XP_006510555	Tyk2
XP_006510556	Tyk2
XP_006515350	Allc
XP_011246371	1700025G04Rik
XP_006531834	Sf3b2
XP_006505074	Pon1
XP_006517634	Ppap2a
XP_006517635	Ppap2a
XP_006517636	Ppap2a
XP_006535919	Vamp7
XP_006498506	Ndor1
XP_006525734	Ndst1
XP_006525732	Ndst1
XP_011245146	Ndst1
XP_006525731	Ndst1
XP_006525730	Ndst1
XP_011245147	Ndst1
XP_006525733	Ndst1
XP_006516397	Snapc1
XP_006516399	Snapc1
XP_011240159	Neu3
XP_011240158	Neu3
XP_011240160	Neu3
XP_011240157	Neu3
XP_006514821	Polm
XP_011242705	Gm5082
XP_006539876	Ccdc61
XP_006539877	Ccdc61
XP_006539881	Ccdc61
XP_006539879	Ccdc61
XP_006539878	Ccdc61
XP_006513831	Tmem26
XP_006510220	Med17
XP_006510221	Med17
XP_006518607	Il25
XP_006518608	Il25
XP_006508814	Tfdp1
XP_006508816	Tfdp1
XP_006521011	Mief1
XP_006521009	Mief1
XP_006521010	Mief1
XP_006530448	Taok3
XP_011246522	Taok3
XP_011246523	Taok3
XP_011246521	Taok3
XP_006510505	Arhgap32
XP_011240862	Arhgap32
XP_006510508	Arhgap32
XP_011243681	Ankrd46
XP_006520238	Ankrd46
XP_006520237	Ankrd46
XP_006521191	Cyp2d12
XP_011243986	Cyp2d12
XP_006521192	Cyp2d12
XP_006521193	Cyp2d12
XP_006521194	Cyp2d12
XP_006521195	Cyp2d12
XP_006544164	Gm5724
XP_978409	Gm5724
XP_006524255	Map4k3
XP_006524257	Map4k3
XP_006524258	Map4k3
XP_006524259	Map4k3
XP_006524260	Map4k3
XP_006524261	Map4k3
XP_006524262	Map4k3
XP_006532866	Tcf7
XP_006532867	Tcf7
XP_006532863	Tcf7
XP_006532865	Tcf7
XP_006511287	Vps13c
XP_006511288	Vps13c
XP_006511289	Vps13c
XP_006518609	Fdft1
XP_011245622	Cuedc2
XP_011245623	Cuedc2
XP_006527342	Cuedc2
XP_006527343	Cuedc2
XP_011245619	Cuedc2
XP_006527341	Cuedc2
XP_006527339	Cuedc2
XP_006527340	Cuedc2
XP_011245621	Cuedc2
XP_011245620	Cuedc2
XP_006527338	Cuedc2
XP_011243375	Parg
XP_011243373	Parg
XP_011243374	Parg
XP_006504495	Tbl2
XP_006540078	Nat14
XP_006540082	Nat14
XP_006540083	Nat14
XP_006540084	Nat14
XP_006540081	Nat14
XP_006540080	Nat14
XP_006515006	Rdh14
XP_006512280	Shisa5
XP_006512278	Shisa5
XP_006512281	Shisa5
XP_006512279	Shisa5
XP_006512282	Shisa5
XP_006506668	4921507P07Rik
XP_006507931	Olfr694
XP_006513608	Rab3ip
XP_006513609	Rab3ip
XP_006513607	Rab3ip
XP_006509925	Cep126
XP_006509926	Cep126
XP_011240666	Cep126
XP_006519702	Rnase10
XP_006529355	Serpinb8
XP_011246684	Pkd1l3
XP_011246685	Pkd1l3
XP_011246683	Pkd1l3
XP_011246686	Pkd1l3
XP_011243907	BC048502
XP_011243906	BC048502
XP_006520951	BC048502
XP_006533308	Krt39
XP_006513336	Kera
XP_006526703	Tmc1
XP_006517144	Ctsl
XP_006517143	Ctsl
XP_006507936	Olfr472
XP_006496238	Lipt1
XP_006496241	Lipt1
XP_006496239	Lipt1
XP_006496240	Lipt1
XP_006496237	Lipt1
XP_006531073	Phlpp2
XP_006521342	Mettl7a3
XP_006501051	Efna3
XP_011246670	Slc38a8
XP_011246671	Slc38a8
XP_006530993	Slc38a8
XP_011246669	Slc38a8
XP_006514272	Sppl2b
XP_006514273	Sppl2b
XP_006514274	Sppl2b
XP_011241887	Sppl2b
XP_006514275	Sppl2b
XP_006514276	Sppl2b
XP_006514277	Sppl2b
XP_006514278	Sppl2b
XP_006524660	Rab44
XP_006509658	Npy1r
XP_006509659	Npy1r
XP_006509657	Npy1r
XP_011243363	Gucy1b2
XP_006519048	Gucy1b2
XP_006519049	Gucy1b2
XP_006519050	Gucy1b2
XP_006524358	Cdc42ep3
XP_006509454	BC030500
XP_006509453	BC030500
XP_011241274	Scn11a
XP_006512187	Scn11a
XP_006516099	Map3k9
XP_006498455	Usp20
XP_006528646	Hnrnph2
XP_011245327	Mpp7
XP_011245328	Mpp7
XP_011245329	Mpp7
XP_006526388	Mpp7
XP_006526389	Mpp7
XP_006529086	Xlr4b
XP_006529091	Xlr4b
XP_006529092	Xlr4b
XP_006529096	Xlr4b
XP_006529097	Xlr4b
XP_006529098	Xlr4b
XP_006529100	Xlr4b
XP_006529101	Xlr4b
XP_006529102	Xlr4b
XP_006534729	Xlr4b
XP_006534730	Xlr4b
XP_011245908	Xlr4b
XP_006528124	Xlr4b
XP_011245907	Xlr4b
XP_011245906	Xlr4b
XP_006515219	Hpcal1
XP_006515220	Hpcal1
XP_006508415	Cemip
XP_006508417	Cemip
XP_006508416	Cemip
XP_006520018	AW549877
XP_006520019	AW549877
XP_006538358	Lrrc69
XP_006516799	Bphl
XP_006507967	Acsm5
XP_006507968	Acsm5
XP_011236366	Gm6096
XP_011249066	Gm6096
XP_006498303	Zmynd19
XP_006511571	Paqr5
XP_011242162	Srsf10
XP_011242664	Srsf10
XP_011236596	Srsf10
XP_011249784	Srsf10
XP_011248490	Srsf10
XP_006520867	Tmem184b
XP_006520869	Tmem184b
XP_006520868	Tmem184b
XP_011244981	Zfp946
XP_011244982	Zfp946
XP_006525081	Zfp946
XP_011237235	Hhat
XP_006509574	2700029M09Rik
XP_006509575	2700029M09Rik
XP_006540165	Zc3h4
XP_006540166	Zc3h4
XP_006540167	Zc3h4
XP_011248906	Zc3h4
XP_006540168	Zc3h4
XP_006540170	Zc3h4
XP_006540171	Zc3h4
XP_006519569	Zfp219
XP_011243479	Zfp219
XP_006519567	Zfp219
XP_006519561	Zfp219
XP_006519564	Zfp219
XP_006519563	Zfp219
XP_006519565	Zfp219
XP_006519568	Zfp219
XP_011243478	Zfp219
XP_006519566	Zfp219
XP_006519562	Zfp219
XP_006527276	Ms4a15
XP_006527275	Ms4a15
XP_006531167	Cenpt
XP_006531169	Cenpt
XP_006531170	Cenpt
XP_011246709	Cenpt
XP_011241414	Eya4
XP_006512589	Eya4
XP_006512590	Eya4
XP_011241415	Eya4
XP_006512591	Eya4
XP_011241417	Eya4
XP_006512592	Eya4
XP_011241416	Eya4
XP_006512586	Eya4
XP_006512587	Eya4
XP_006512585	Eya4
XP_011241413	Eya4
XP_006513962	Rbms2
XP_006513963	Rbms2
XP_011245449	Gpam
XP_006526757	Gpam
XP_006526755	Gpam
XP_006526756	Gpam
XP_006520442	Celsr1
XP_006520443	Celsr1
XP_006520444	Celsr1
XP_011243749	Celsr1
XP_006520445	Celsr1
XP_011247218	Cntrob
XP_011247219	Cntrob
XP_011247220	Cntrob
XP_006528047	Gm14743
XP_011242481	Noxred1
XP_011237183	Sdccag8
XP_006497087	Sdccag8
XP_006497088	Sdccag8
XP_011237184	Sdccag8
XP_011237185	Sdccag8
XP_006526569	Atp9b
XP_006526570	Atp9b
XP_006526571	Atp9b
XP_006526573	Atp9b
XP_006498758	Ehf
XP_006498766	Ehf
XP_006500819	Ehf
XP_006500821	Ehf
XP_006500822	Ehf
XP_006500823	Ehf
XP_006500824	Ehf
XP_006500825	Ehf
XP_006500826	Ehf
XP_006500827	Ehf
XP_006498765	Ehf
XP_006498762	Ehf
XP_006498764	Ehf
XP_006498763	Ehf
XP_006498761	Ehf
XP_006498760	Ehf
XP_011241298	Cmc1
XP_006518390	E330034G19Rik
XP_011243179	E330034G19Rik
XP_006526613	Bbip1
XP_011245408	Bbip1
XP_006526612	Bbip1
XP_006531840	Mrpl21
XP_006515115	Dnajc27
XP_006497026	Adck3
XP_011237157	Adck3
XP_006497024	Adck3
XP_006497025	Adck3
XP_006533432	Map2k4
XP_011247335	Map2k4
XP_006533435	Map2k4
XP_006533436	Map2k4
XP_006531026	Spire2
XP_011246677	Spire2
XP_006520748	Srebf2
XP_006526341	Seh1l
XP_006512769	Utrn
XP_006512774	Utrn
XP_006512775	Utrn
XP_011241469	Utrn
XP_006512776	Utrn
XP_011241470	Utrn
XP_006512777	Utrn
XP_006512773	Utrn
XP_006512771	Utrn
XP_006512772	Utrn
XP_006512770	Utrn
XP_011237395	Ppp1r26
XP_006498092	Ppp1r26
XP_006498089	Ppp1r26
XP_011237396	Ppp1r26
XP_006498090	Ppp1r26
XP_006517457	Spata31d1a
XP_006536862	Vpreb2
XP_011249789	Vpreb2
XP_006536863	Vpreb2
XP_011244174	Vpreb2
